Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
11/22/2011,5.963,1.381,0.69,0.365,1.938,1.589,2.043,3.657,0.263
11/23/2011,6.228,1.441,0.773,0.322,1.991,1.701,2.245,3.682,0.301
11/25/2011,6.368,1.474,0.792,0.277,2.053,1.772,2.302,3.76,0.306
11/28/2011,6.062,1.475,0.628,0.258,2.113,1.588,2.171,3.617,0.274
11/29/2011,5.896,1.498,0.573,0.245,2.098,1.482,2.097,3.538,0.261
11/30/2011,5.154,1.475,0.418,0.244,1.743,1.274,1.632,3.301,0.221
12/1/2011,4.926,1.442,0.363,0.257,1.687,1.177,1.563,3.184,0.179
12/2/2011,4.837,1.419,0.339,0.27,1.74,1.069,1.578,3.078,0.181
12/5/2011,4.619,1.371,0.29,0.252,1.719,0.987,1.494,2.959,0.166
12/6/2011,4.613,1.359,0.317,0.247,1.704,0.986,1.46,2.982,0.171
12/7/2011,4.498,1.361,0.29,0.276,1.609,0.962,1.425,2.902,0.171
12/8/2011,4.754,1.367,0.367,0.304,1.624,1.092,1.565,3.002,0.187
12/9/2011,4.573,1.366,0.345,0.257,1.685,0.92,1.459,2.928,0.186
12/12/2011,4.706,1.39,0.392,0.289,1.748,0.887,1.537,2.971,0.198
12/13/2011,4.828,1.403,0.421,0.296,1.837,0.871,1.602,3.009,0.217
12/14/2011,5.196,1.433,0.482,0.322,1.996,0.963,1.767,3.182,0.247
12/15/2011,4.943,1.442,0.482,0.317,1.943,0.759,1.652,3.041,0.25
12/16/2011,4.703,1.444,0.469,0.351,1.845,0.594,1.576,2.874,0.253
12/19/2011,4.746,1.454,0.515,0.341,1.83,0.606,1.607,2.878,0.261
12/20/2011,4.478,1.415,0.403,0.307,1.815,0.538,1.456,2.778,0.244
12/21/2011,4.362,1.391,0.371,0.3,1.857,0.443,1.406,2.734,0.222
12/22/2011,4.236,1.38,0.341,0.294,1.884,0.337,1.375,2.645,0.216
12/23/2011,4.167,1.357,0.299,0.278,1.915,0.318,1.36,2.614,0.193
12/27/2011,4.235,1.362,0.289,0.287,1.903,0.394,1.371,2.667,0.197
12/28/2011,4.447,1.365,0.333,0.309,1.949,0.491,1.502,2.733,0.212
12/29/2011,4.37,1.363,0.295,0.327,1.923,0.462,1.435,2.727,0.208
12/30/2011,4.366,1.352,0.277,0.347,1.897,0.493,1.433,2.731,0.202
1/3/2012,4.045,1.325,0.22,0.317,1.804,0.379,1.282,2.562,0.201
1/4/2012,3.827,1.298,0.196,0.312,1.724,0.297,1.183,2.443,0.201
1/5/2012,3.854,1.304,0.215,0.323,1.717,0.295,1.153,2.492,0.209
1/6/2012,3.686,1.31,0.236,0.336,1.657,0.147,1.065,2.405,0.216
1/9/2012,3.483,1.3,0.246,0.335,1.601,0.001,0.984,2.288,0.211
1/10/2012,3.131,1.277,0.178,0.321,1.481,-0.126,0.86,2.077,0.194
1/11/2012,3.165,1.294,0.176,0.354,1.449,-0.108,0.872,2.089,0.204
1/12/2012,2.95,1.272,0.178,0.338,1.351,-0.189,0.75,2.01,0.19
1/13/2012,2.926,1.28,0.172,0.365,1.338,-0.229,0.782,1.961,0.183
1/17/2012,2.763,1.254,0.123,0.355,1.294,-0.263,0.769,1.834,0.16
1/18/2012,2.555,1.225,0.077,0.34,1.278,-0.365,0.666,1.743,0.146
1/19/2012,2.31,1.161,0.025,0.295,1.258,-0.429,0.584,1.614,0.112
1/20/2012,2.148,1.119,0.002,0.272,1.22,-0.465,0.516,1.531,0.101
1/23/2012,2.053,1.066,-0.006,0.25,1.18,-0.437,0.498,1.466,0.089
1/24/2012,2.015,1.046,-0.002,0.226,1.157,-0.412,0.502,1.42,0.093
1/25/2012,1.916,1.032,-0.031,0.243,1.133,-0.461,0.417,1.405,0.094
1/26/2012,1.725,1.004,-0.045,0.273,1.053,-0.56,0.349,1.296,0.08
1/27/2012,1.764,0.992,-0.029,0.293,1.072,-0.564,0.36,1.325,0.079
1/30/2012,1.985,1.01,0.005,0.323,1.084,-0.437,0.431,1.461,0.093
1/31/2012,1.932,1.009,-0.017,0.333,1.06,-0.453,0.414,1.428,0.09
2/1/2012,1.703,0.965,-0.078,0.308,1.019,-0.511,0.318,1.318,0.067
2/2/2012,1.442,0.945,-0.106,0.308,0.94,-0.645,0.196,1.216,0.03
2/3/2012,1.225,0.887,-0.162,0.255,0.903,-0.658,0.121,1.09,0.014
2/6/2012,1.346,0.888,-0.176,0.268,0.934,-0.568,0.16,1.168,0.018
2/7/2012,1.259,0.845,-0.175,0.228,0.918,-0.557,0.144,1.106,0.009
2/8/2012,1.13,0.826,-0.202,0.212,0.849,-0.555,0.091,1.041,-0.002
2/9/2012,1.017,0.808,-0.209,0.176,0.823,-0.581,0.058,0.973,-0.014
2/10/2012,1.317,0.836,-0.16,0.215,0.865,-0.439,0.19,1.113,0.014
2/13/2012,1.076,0.814,-0.205,0.207,0.837,-0.577,0.079,1.004,-0.007
2/14/2012,1.101,0.814,-0.205,0.206,0.854,-0.568,0.127,0.973,0.001
2/15/2012,1.173,0.823,-0.241,0.216,0.841,-0.466,0.189,0.99,-0.006
2/16/2012,1.198,0.834,-0.258,0.179,0.881,-0.438,0.15,1.055,-0.007
2/17/2012,0.974,0.8,-0.303,0.151,0.865,-0.539,0.083,0.917,-0.026
2/21/2012,0.753,0.757,-0.324,0.119,0.849,-0.648,0.038,0.757,-0.042
2/22/2012,0.744,0.75,-0.318,0.138,0.833,-0.659,0.046,0.741,-0.043
2/23/2012,0.651,0.748,-0.328,0.14,0.837,-0.746,-0.025,0.716,-0.04
2/24/2012,0.543,0.717,-0.349,0.106,0.853,-0.784,-0.025,0.617,-0.049
2/27/2012,0.639,0.722,-0.337,0.14,0.822,-0.708,-0.004,0.676,-0.033
2/28/2012,0.614,0.709,-0.367,0.142,0.785,-0.655,-0.04,0.689,-0.035
2/29/2012,0.548,0.661,-0.357,0.112,0.738,-0.606,-0.031,0.643,-0.064
3/1/2012,0.417,0.629,-0.386,0.093,0.751,-0.67,-0.078,0.559,-0.064
3/2/2012,0.365,0.607,-0.391,0.107,0.738,-0.696,-0.061,0.487,-0.061
3/5/2012,0.421,0.605,-0.354,0.096,0.714,-0.64,-0.038,0.511,-0.052
3/6/2012,0.811,0.652,-0.254,0.136,0.709,-0.432,0.139,0.692,-0.02
3/7/2012,0.697,0.652,-0.268,0.123,0.681,-0.491,0.025,0.69,-0.018
3/8/2012,0.41,0.626,-0.339,0.092,0.658,-0.627,-0.053,0.505,-0.042
3/9/2012,0.307,0.612,-0.387,0.082,0.66,-0.66,-0.075,0.433,-0.051
3/12/2012,0.24,0.6,-0.373,0.088,0.645,-0.72,-0.144,0.432,-0.048
3/13/2012,-0.032,0.56,-0.451,0.04,0.615,-0.796,-0.227,0.273,-0.078
3/14/2012,-0.092,0.488,-0.467,-0.032,0.556,-0.637,-0.181,0.187,-0.098
3/15/2012,-0.205,0.486,-0.492,-0.04,0.562,-0.721,-0.234,0.118,-0.089
3/16/2012,-0.333,0.45,-0.502,-0.065,0.553,-0.769,-0.286,0.042,-0.089
3/19/2012,-0.374,0.428,-0.516,-0.085,0.533,-0.734,-0.28,0.005,-0.099
3/20/2012,-0.31,0.428,-0.484,-0.088,0.503,-0.669,-0.258,0.033,-0.085
3/21/2012,-0.314,0.453,-0.47,-0.059,0.479,-0.717,-0.28,0.038,-0.072
3/22/2012,-0.179,0.482,-0.436,-0.024,0.488,-0.689,-0.241,0.124,-0.062
3/23/2012,-0.199,0.495,-0.43,-0.008,0.482,-0.738,-0.286,0.145,-0.058
3/26/2012,-0.346,0.487,-0.475,-0.046,0.461,-0.773,-0.356,0.069,-0.059
3/27/2012,-0.357,0.486,-0.499,-0.031,0.451,-0.764,-0.338,0.044,-0.063
3/28/2012,-0.348,0.492,-0.454,-0.018,0.431,-0.799,-0.367,0.074,-0.055
3/29/2012,-0.216,0.521,-0.415,0.002,0.447,-0.771,-0.331,0.156,-0.041
3/30/2012,-0.319,0.509,-0.439,-0.017,0.464,-0.836,-0.338,0.072,-0.053
4/2/2012,-0.299,0.523,-0.367,-0.002,0.45,-0.903,-0.319,0.035,-0.015
4/3/2012,-0.292,0.503,-0.336,-0.034,0.431,-0.856,-0.304,0.05,-0.038
4/4/2012,0.045,0.533,-0.241,-0.011,0.466,-0.702,-0.192,0.249,-0.012
4/5/2012,0.205,0.577,-0.236,0.013,0.531,-0.68,-0.112,0.318,-0.001
4/9/2012,0.381,0.614,-0.174,0.047,0.552,-0.658,-0.033,0.391,0.023
4/10/2012,0.795,0.672,-0.091,0.099,0.599,-0.484,0.119,0.628,0.048
4/11/2012,0.72,0.677,-0.108,0.05,0.602,-0.501,0.076,0.601,0.043
4/12/2012,0.402,0.657,-0.172,0.037,0.579,-0.699,-0.099,0.469,0.032
4/13/2012,0.564,0.664,-0.14,0.064,0.603,-0.627,0.028,0.502,0.034
4/16/2012,0.697,0.672,-0.119,0.072,0.65,-0.578,0.052,0.594,0.051
4/17/2012,0.421,0.65,-0.184,0.047,0.623,-0.715,-0.057,0.443,0.035
4/18/2012,0.414,0.657,-0.197,0.046,0.613,-0.705,-0.035,0.413,0.036
4/19/2012,0.412,0.658,-0.168,0.044,0.592,-0.714,-0.04,0.417,0.035
4/20/2012,0.288,0.66,-0.176,0.035,0.596,-0.827,-0.086,0.339,0.035
4/23/2012,0.56,0.685,-0.11,0.063,0.618,-0.696,0.01,0.499,0.051
4/24/2012,0.41,0.669,-0.128,0.036,0.601,-0.768,-0.069,0.442,0.037
4/25/2012,0.171,0.639,-0.188,0.019,0.565,-0.864,-0.185,0.327,0.029
4/26/2012,0.091,0.645,-0.209,0.045,0.567,-0.957,-0.234,0.296,0.029
4/27/2012,-0.02,0.634,-0.224,0.054,0.57,-1.054,-0.273,0.228,0.025
4/30/2012,0.051,0.631,-0.209,0.075,0.559,-1.005,-0.242,0.279,0.014
5/1/2012,0.021,0.612,-0.196,0.062,0.541,-0.998,-0.271,0.288,0.004
5/2/2012,0.059,0.596,-0.193,0.076,0.534,-0.954,-0.252,0.316,-0.005
5/3/2012,0.035,0.575,-0.174,0.07,0.519,-0.955,-0.237,0.276,-0.004
5/4/2012,0.159,0.586,-0.105,0.095,0.514,-0.931,-0.165,0.306,0.018
5/7/2012,0.263,0.598,-0.075,0.089,0.526,-0.875,-0.155,0.393,0.025
5/8/2012,0.437,0.621,-0.04,0.105,0.556,-0.805,-0.101,0.5,0.038
5/9/2012,0.789,0.651,0.008,0.119,0.637,-0.626,0.037,0.696,0.056
5/10/2012,0.585,0.64,-0.004,0.099,0.611,-0.761,-0.063,0.606,0.042
5/11/2012,0.761,0.654,0.011,0.107,0.633,-0.644,0.017,0.687,0.057
5/14/2012,1.349,0.71,0.071,0.135,0.713,-0.28,0.256,1.002,0.091
5/15/2012,1.473,0.731,0.106,0.129,0.732,-0.225,0.302,1.063,0.108
5/16/2012,1.678,0.788,0.155,0.126,0.786,-0.177,0.347,1.204,0.127
5/17/2012,1.98,0.833,0.195,0.176,0.778,-0.002,0.534,1.281,0.165
5/18/2012,2.357,0.889,0.276,0.173,0.847,0.172,0.642,1.531,0.184
5/21/2012,2.057,0.895,0.224,0.156,0.819,-0.037,0.471,1.408,0.178
5/22/2012,1.792,0.862,0.172,0.128,0.767,-0.137,0.435,1.198,0.159
5/23/2012,2.26,0.905,0.244,0.17,0.822,0.119,0.528,1.532,0.2
5/24/2012,2.15,0.905,0.218,0.159,0.809,0.059,0.476,1.481,0.193
5/25/2012,2.072,0.91,0.211,0.168,0.804,-0.021,0.479,1.397,0.196
5/29/2012,1.876,0.897,0.143,0.168,0.768,-0.1,0.377,1.326,0.173
5/30/2012,2.369,0.946,0.212,0.225,0.822,0.164,0.621,1.535,0.213
5/31/2012,2.549,0.991,0.235,0.267,0.83,0.226,0.684,1.641,0.224
6/1/2012,3.03,1.049,0.33,0.301,0.889,0.461,0.933,1.84,0.257
6/4/2012,3.028,1.036,0.369,0.264,0.876,0.483,0.881,1.891,0.256
6/5/2012,2.757,1.025,0.333,0.247,0.836,0.316,0.786,1.736,0.235
6/6/2012,2.274,0.981,0.206,0.183,0.746,0.158,0.566,1.509,0.199
6/7/2012,1.994,0.939,0.164,0.157,0.675,0.059,0.451,1.364,0.179
6/8/2012,2.121,0.931,0.183,0.177,0.699,0.131,0.444,1.491,0.186
6/11/2012,2.124,0.912,0.174,0.189,0.655,0.194,0.524,1.416,0.184
6/12/2012,2.071,0.911,0.152,0.144,0.656,0.208,0.457,1.436,0.178
6/13/2012,2.184,0.913,0.154,0.136,0.66,0.321,0.539,1.471,0.174
6/14/2012,2.114,0.908,0.143,0.127,0.672,0.264,0.416,1.523,0.175
6/15/2012,2.1,0.889,0.093,0.156,0.645,0.317,0.355,1.593,0.152
6/18/2012,1.639,0.888,0.052,0.155,0.64,-0.096,0.195,1.305,0.139
6/19/2012,1.302,0.853,0.008,0.111,0.564,-0.234,0.065,1.115,0.122
6/20/2012,1.033,0.82,-0.018,0.072,0.533,-0.374,-0.031,0.947,0.117
6/21/2012,1.163,0.815,0.039,0.084,0.566,-0.341,0.148,0.873,0.142
6/22/2012,1.052,0.813,0.048,0.058,0.539,-0.406,0.031,0.87,0.151
6/25/2012,1.333,0.824,0.122,0.117,0.56,-0.29,0.161,1.006,0.166
6/26/2012,1.221,0.83,0.117,0.101,0.53,-0.357,0.096,0.962,0.163
6/27/2012,1.08,0.827,0.058,0.086,0.529,-0.42,0.065,0.853,0.162
6/28/2012,1.165,0.832,0.065,0.11,0.536,-0.378,0.121,0.869,0.175
6/29/2012,0.785,0.763,-0.076,0.058,0.503,-0.463,-0.073,0.698,0.16
7/2/2012,0.792,0.754,-0.053,0.091,0.505,-0.505,-0.014,0.678,0.128
7/3/2012,0.572,0.724,-0.104,0.072,0.488,-0.608,-0.077,0.547,0.102
7/5/2012,0.666,0.72,-0.096,0.119,0.563,-0.64,-0.01,0.573,0.103
7/6/2012,0.749,0.74,-0.047,0.15,0.537,-0.631,0.03,0.602,0.117
7/9/2012,0.836,0.747,-0.014,0.154,0.557,-0.608,0.068,0.64,0.128
7/10/2012,0.748,0.727,-0.007,0.158,0.526,-0.656,0.092,0.527,0.129
7/11/2012,0.668,0.729,-0.008,0.16,0.494,-0.707,0.041,0.498,0.129
7/12/2012,0.736,0.72,0.052,0.181,0.482,-0.699,0.064,0.531,0.141
7/13/2012,0.51,0.707,-0.018,0.174,0.497,-0.85,-0.024,0.413,0.121
7/16/2012,0.505,0.703,-0.018,0.184,0.489,-0.853,-0.023,0.41,0.118
7/17/2012,0.397,0.685,-0.042,0.17,0.473,-0.889,-0.08,0.375,0.102
7/18/2012,0.252,0.679,-0.084,0.183,0.457,-0.983,-0.154,0.304,0.102
7/19/2012,0.083,0.637,-0.126,0.177,0.417,-1.022,-0.22,0.215,0.088
7/20/2012,0.264,0.647,-0.058,0.207,0.415,-0.947,-0.155,0.327,0.092
7/23/2012,0.799,0.69,0.048,0.213,0.435,-0.587,0.006,0.667,0.126
7/24/2012,0.966,0.705,0.081,0.215,0.423,-0.458,0.097,0.73,0.139
7/25/2012,0.962,0.717,0.107,0.201,0.411,-0.474,0.053,0.766,0.143
7/26/2012,0.628,0.696,0.01,0.167,0.389,-0.634,-0.102,0.608,0.122
7/27/2012,0.338,0.635,-0.089,0.122,0.371,-0.701,-0.208,0.47,0.076
7/30/2012,0.379,0.616,-0.117,0.141,0.338,-0.599,-0.167,0.478,0.068
7/31/2012,0.438,0.614,-0.104,0.164,0.323,-0.559,-0.153,0.561,0.03
8/1/2012,0.425,0.584,-0.098,0.131,0.314,-0.506,-0.14,0.547,0.018
8/2/2012,0.355,0.596,-0.055,0.178,0.325,-0.689,-0.164,0.494,0.025
8/3/2012,-0.053,0.549,-0.124,0.098,0.295,-0.871,-0.337,0.281,0.003
8/6/2012,-0.147,0.541,-0.174,0.107,0.292,-0.913,-0.373,0.239,-0.013
8/7/2012,-0.301,0.523,-0.216,0.065,0.246,-0.919,-0.432,0.159,-0.028
8/8/2012,-0.307,0.517,-0.233,0.081,0.239,-0.911,-0.457,0.187,-0.037
8/9/2012,-0.403,0.506,-0.248,0.071,0.252,-0.984,-0.453,0.106,-0.056
8/10/2012,-0.45,0.517,-0.234,0.092,0.266,-1.091,-0.472,0.069,-0.047
8/13/2012,-0.485,0.505,-0.218,0.082,0.255,-1.109,-0.52,0.078,-0.043
8/14/2012,-0.543,0.482,-0.237,0.042,0.234,-1.064,-0.503,0.018,-0.058
8/15/2012,-0.55,0.465,-0.235,0.003,0.23,-1.013,-0.478,-0.012,-0.06
8/16/2012,-0.625,0.451,-0.281,-0.005,0.227,-1.017,-0.497,-0.065,-0.063
8/17/2012,-0.656,0.462,-0.298,0.004,0.24,-1.064,-0.514,-0.096,-0.046
8/20/2012,-0.652,0.437,-0.288,0.003,0.22,-1.024,-0.529,-0.073,-0.05
8/21/2012,-0.712,0.432,-0.3,-0.011,0.2,-1.033,-0.532,-0.12,-0.06
8/22/2012,-0.653,0.451,-0.271,0.04,0.173,-1.046,-0.575,-0.016,-0.062
8/23/2012,-0.609,0.463,-0.24,0.062,0.165,-1.059,-0.539,-0.008,-0.062
8/24/2012,-0.608,0.471,-0.233,0.065,0.15,-1.061,-0.565,0.011,-0.054
8/27/2012,-0.531,0.475,-0.234,0.07,0.155,-0.997,-0.512,0.024,-0.043
8/28/2012,-0.506,0.473,-0.208,0.076,0.128,-0.975,-0.525,0.056,-0.037
8/29/2012,-0.462,0.476,-0.208,0.06,0.126,-0.916,-0.492,0.067,-0.037
8/30/2012,-0.29,0.482,-0.158,0.082,0.136,-0.832,-0.428,0.161,-0.023
8/31/2012,-0.307,0.497,-0.153,0.091,0.15,-0.892,-0.422,0.133,-0.018
9/4/2012,-0.424,0.472,-0.131,0.074,0.087,-0.926,-0.474,0.085,-0.035
9/5/2012,-0.434,0.465,-0.106,0.049,0.071,-0.913,-0.499,0.09,-0.025
9/6/2012,-0.852,0.414,-0.194,0.002,0.056,-1.13,-0.653,-0.141,-0.058
9/7/2012,-1.123,0.384,-0.247,0.018,0.02,-1.298,-0.774,-0.275,-0.074
9/10/2012,-1.061,0.362,-0.227,0.013,0.025,-1.234,-0.709,-0.27,-0.082
9/11/2012,-1.049,0.353,-0.231,0.01,0.009,-1.19,-0.735,-0.223,-0.091
9/12/2012,-1.221,0.311,-0.266,-0.022,-0.02,-1.224,-0.803,-0.31,-0.108
9/13/2012,-1.379,0.31,-0.304,0.001,-0.069,-1.317,-0.944,-0.33,-0.105
9/14/2012,-1.697,0.237,-0.379,-0.087,-0.108,-1.36,-1.018,-0.523,-0.156
9/17/2012,-1.686,0.231,-0.362,-0.08,-0.126,-1.349,-1.013,-0.528,-0.145
9/18/2012,-1.646,0.238,-0.339,-0.064,-0.097,-1.384,-1.02,-0.483,-0.143
9/19/2012,-1.703,0.237,-0.362,-0.047,-0.108,-1.423,-1.041,-0.533,-0.129
9/20/2012,-1.611,0.249,-0.325,-0.026,-0.104,-1.405,-0.998,-0.5,-0.113
9/21/2012,-1.729,0.255,-0.339,-0.029,-0.145,-1.471,-1.035,-0.582,-0.112
9/24/2012,-1.641,0.272,-0.315,-0.004,-0.147,-1.447,-0.999,-0.54,-0.102
9/25/2012,-1.571,0.29,-0.298,-0.001,-0.138,-1.424,-0.917,-0.564,-0.09
9/26/2012,-1.203,0.353,-0.218,0.043,-0.086,-1.295,-0.771,-0.361,-0.071
9/27/2012,-1.37,0.335,-0.254,0.033,-0.108,-1.376,-0.882,-0.408,-0.08
9/28/2012,-1.33,0.322,-0.218,0.037,-0.115,-1.356,-0.846,-0.399,-0.085
10/1/2012,-1.405,0.227,-0.183,0.033,-0.13,-1.352,-0.814,-0.534,-0.057
10/2/2012,-1.463,0.216,-0.177,0.026,-0.125,-1.403,-0.839,-0.561,-0.063
10/3/2012,-1.507,0.2,-0.173,0.024,-0.13,-1.428,-0.86,-0.588,-0.059
10/4/2012,-1.614,0.17,-0.196,0.004,-0.156,-1.436,-0.927,-0.636,-0.051
10/5/2012,-1.776,0.135,-0.22,-0.032,-0.163,-1.496,-0.955,-0.753,-0.068
10/8/2012,-1.648,0.133,-0.19,-0.012,-0.162,-1.417,-0.915,-0.672,-0.061
10/9/2012,-1.495,0.137,-0.146,0,-0.166,-1.32,-0.858,-0.583,-0.054
10/10/2012,-1.478,0.144,-0.093,0.004,-0.17,-1.363,-0.852,-0.577,-0.049
10/11/2012,-1.531,0.125,-0.102,-0.005,-0.168,-1.381,-0.873,-0.604,-0.054
10/12/2012,-1.531,0.126,-0.086,0.005,-0.179,-1.397,-0.862,-0.609,-0.06
10/15/2012,-1.678,0.09,-0.117,-0.009,-0.201,-1.441,-0.93,-0.682,-0.066
10/16/2012,-1.821,0.06,-0.184,-0.046,-0.219,-1.432,-0.985,-0.752,-0.084
10/17/2012,-1.966,-0.001,-0.221,-0.092,-0.233,-1.419,-1.036,-0.82,-0.11
10/18/2012,-1.994,-0.018,-0.245,-0.098,-0.23,-1.403,-1.026,-0.849,-0.119
10/19/2012,-1.868,0.002,-0.193,-0.075,-0.231,-1.371,-0.909,-0.85,-0.109
10/22/2012,-1.895,-0.004,-0.189,-0.103,-0.247,-1.352,-0.946,-0.837,-0.112
10/23/2012,-1.624,0.025,-0.122,-0.077,-0.24,-1.21,-0.818,-0.711,-0.095
10/24/2012,-1.688,0.031,-0.11,-0.08,-0.244,-1.285,-0.855,-0.736,-0.097
10/25/2012,-1.754,0.013,-0.138,-0.101,-0.257,-1.271,-0.861,-0.785,-0.108
10/26/2012,-1.651,0.045,-0.113,-0.062,-0.248,-1.273,-0.851,-0.713,-0.087
10/31/2012,-1.671,0.083,-0.114,-0.041,-0.256,-1.343,-0.831,-0.755,-0.085
11/1/2012,-1.825,0.077,-0.164,-0.052,-0.248,-1.438,-0.916,-0.815,-0.094
11/2/2012,-1.823,0.089,-0.167,-0.051,-0.25,-1.444,-0.859,-0.861,-0.103
11/5/2012,-1.724,0.103,-0.151,-0.034,-0.248,-1.394,-0.839,-0.773,-0.112
11/6/2012,-1.769,0.091,-0.174,-0.051,-0.248,-1.387,-0.888,-0.768,-0.113
11/7/2012,-1.557,0.126,-0.098,-0.008,-0.249,-1.328,-0.775,-0.698,-0.084
11/8/2012,-1.496,0.137,-0.036,0.014,-0.229,-1.382,-0.751,-0.67,-0.075
11/9/2012,-1.406,0.159,-0.021,0.021,-0.216,-1.349,-0.718,-0.627,-0.061
11/12/2012,-1.463,0.165,-0.002,0.021,-0.206,-1.441,-0.779,-0.622,-0.062
11/13/2012,-1.455,0.185,0.009,0.027,-0.178,-1.498,-0.759,-0.65,-0.046
11/14/2012,-1.411,0.194,0.058,0.005,-0.188,-1.48,-0.695,-0.676,-0.04
11/15/2012,-1.318,0.21,0.057,-0.017,-0.148,-1.42,-0.623,-0.667,-0.028
11/16/2012,-1.326,0.214,0.038,-0.015,-0.111,-1.452,-0.651,-0.653,-0.022
11/19/2012,-1.558,0.19,-0.065,-0.034,-0.133,-1.516,-0.768,-0.762,-0.028
11/20/2012,-1.697,0.17,-0.071,-0.064,-0.16,-1.572,-0.807,-0.853,-0.037
11/21/2012,-1.762,0.148,-0.092,-0.089,-0.184,-1.545,-0.826,-0.893,-0.043
11/23/2012,-1.849,0.141,-0.169,-0.1,-0.166,-1.555,-0.848,-0.948,-0.053
11/26/2012,-1.813,0.138,-0.16,-0.083,-0.182,-1.526,-0.857,-0.896,-0.06
11/27/2012,-1.901,0.128,-0.156,-0.084,-0.199,-1.59,-0.851,-0.986,-0.064
11/28/2012,-1.887,0.136,-0.152,-0.068,-0.192,-1.611,-0.878,-0.951,-0.058
11/29/2012,-1.996,0.113,-0.202,-0.068,-0.2,-1.639,-0.909,-1.016,-0.071
11/30/2012,-1.97,0.097,-0.201,-0.082,-0.208,-1.576,-0.87,-1.02,-0.08
12/3/2012,-1.979,0.081,-0.2,-0.088,-0.221,-1.551,-0.855,-1.036,-0.088
12/4/2012,-1.999,0.078,-0.191,-0.079,-0.217,-1.59,-0.857,-1.051,-0.091
12/5/2012,-2.069,0.071,-0.21,-0.077,-0.227,-1.626,-0.889,-1.081,-0.099
12/6/2012,-2.111,0.071,-0.241,-0.056,-0.215,-1.67,-0.889,-1.112,-0.11
12/7/2012,-2.169,0.057,-0.246,-0.062,-0.206,-1.712,-0.932,-1.105,-0.132
12/10/2012,-2.145,0.061,-0.253,-0.062,-0.203,-1.688,-0.933,-1.073,-0.139
12/11/2012,-2.267,0.049,-0.274,-0.08,-0.22,-1.742,-0.994,-1.122,-0.151
12/12/2012,-2.28,0.029,-0.28,-0.112,-0.229,-1.688,-0.975,-1.144,-0.161
12/13/2012,-2.272,0.013,-0.282,-0.13,-0.237,-1.636,-0.94,-1.166,-0.166
12/14/2012,-2.296,0.005,-0.269,-0.126,-0.219,-1.687,-0.933,-1.198,-0.165
12/17/2012,-2.448,-0.006,-0.303,-0.153,-0.231,-1.755,-0.983,-1.293,-0.172
12/18/2012,-2.631,-0.038,-0.35,-0.182,-0.267,-1.794,-1.066,-1.376,-0.189
12/19/2012,-2.599,-0.043,-0.375,-0.19,-0.262,-1.729,-1.018,-1.38,-0.201
12/20/2012,-2.601,-0.056,-0.369,-0.187,-0.253,-1.736,-1.031,-1.364,-0.206
12/21/2012,-2.356,-0.039,-0.32,-0.161,-0.27,-1.566,-0.967,-1.196,-0.193
12/24/2012,-2.32,-0.043,-0.311,-0.178,-0.258,-1.53,-0.923,-1.203,-0.194
12/26/2012,-2.301,-0.041,-0.337,-0.188,-0.264,-1.471,-0.87,-1.242,-0.189
12/27/2012,-2.264,-0.026,-0.349,-0.181,-0.289,-1.419,-0.869,-1.21,-0.185
12/28/2012,-2.06,-0.039,-0.325,-0.17,-0.268,-1.258,-0.713,-1.157,-0.19
12/31/2012,-2.274,-0.032,-0.372,-0.195,-0.282,-1.393,-0.906,-1.197,-0.171
1/2/2013,-2.712,-0.095,-0.471,-0.248,-0.305,-1.593,-1.128,-1.38,-0.204
1/3/2013,-2.829,-0.141,-0.477,-0.26,-0.319,-1.632,-1.15,-1.452,-0.227
1/4/2013,-2.836,-0.141,-0.462,-0.288,-0.309,-1.636,-1.168,-1.442,-0.226
1/7/2013,-2.884,-0.159,-0.433,-0.28,-0.318,-1.694,-1.196,-1.459,-0.229
1/8/2013,-2.88,-0.157,-0.406,-0.251,-0.302,-1.764,-1.194,-1.47,-0.216
1/9/2013,-2.905,-0.156,-0.433,-0.259,-0.285,-1.772,-1.176,-1.515,-0.214
1/10/2013,-2.992,-0.176,-0.456,-0.315,-0.304,-1.741,-1.214,-1.557,-0.221
1/11/2013,-2.944,-0.173,-0.468,-0.327,-0.3,-1.676,-1.198,-1.532,-0.214
1/14/2013,-2.965,-0.174,-0.464,-0.322,-0.309,-1.696,-1.21,-1.534,-0.221
1/15/2013,-2.9,-0.156,-0.468,-0.29,-0.315,-1.671,-1.204,-1.485,-0.211
1/16/2013,-2.844,-0.149,-0.431,-0.29,-0.305,-1.669,-1.2,-1.432,-0.212
1/17/2013,-2.802,-0.172,-0.451,-0.343,-0.299,-1.537,-1.163,-1.416,-0.223
1/18/2013,-2.795,-0.175,-0.499,-0.321,-0.279,-1.521,-1.182,-1.385,-0.228
1/22/2013,-2.91,-0.172,-0.484,-0.297,-0.302,-1.655,-1.244,-1.438,-0.228
1/23/2013,-2.977,-0.159,-0.459,-0.284,-0.317,-1.758,-1.273,-1.478,-0.226
1/24/2013,-2.969,-0.164,-0.476,-0.332,-0.321,-1.676,-1.243,-1.5,-0.226
1/25/2013,-2.986,-0.191,-0.527,-0.379,-0.337,-1.552,-1.239,-1.503,-0.244
1/28/2013,-2.853,-0.2,-0.501,-0.392,-0.324,-1.436,-1.223,-1.389,-0.241
